name,adress,lat,lng,tel,url,menu,price
全席個室 湊一や 梅田店,大阪府大阪市北区小松原町1-10　梅田パルビル8F,34.7021853,135.5007048,050-5831-1099,https://www.hotpepper.jp/strJ000973186/,<瓶ビール> アサヒ スーパードライ 小瓶334ml/<瓶ビール> キリン 一番搾り 小瓶334ml 各種,594
全席個室 湊一や 梅田店,大阪府大阪市北区小松原町1-10　梅田パルビル8F,34.7021853,135.5007048,050-5831-1099,https://www.hotpepper.jp/strJ000973186/,<瓶ビール> サッポロ エビス 小瓶334ml,616
産地直送海鮮　和食　恒雅（つねまさ）　北新地,大阪府大阪市北区曽根崎新地１-5-32 ボネールビル2F,34.6990236,135.5081067,06-6341-7770,https://www.hotpepper.jp/strJ001029415/,<生>サントリープレミアムモルツ,600
北新地 十喜,大阪府大阪市北区堂島１-1-21 GOTS３号館  2階,34.6961283,135.5002997,06-4796-7701,https://www.hotpepper.jp/strJ001186739/,ASAHI 中瓶 スーパードライ,750
京都パクチーリンクス梅田店,大阪府大阪市北区大深町1-1　ヨドバシリンクス梅田B1F,34.7040943,135.496268,06-4256-6635,https://www.hotpepper.jp/strJ001259221/,ASAHIスーパードライ  瓶ビール,490
京都パクチーリンクス梅田店,大阪府大阪市北区大深町1-1　ヨドバシリンクス梅田B1F,34.7040943,135.496268,06-4256-6635,https://www.hotpepper.jp/strJ001259221/,ASAHIスーパードライ  生ビール,490
大衆食堂ぬ。,大阪府大阪市北区兎我野町11-20　新大同ビル102,34.7011441,135.503577,050-5289-8792,https://www.hotpepper.jp/strJ001192743/,B.B(アサヒ・赤星サッポロ),528
YUNiCO（ユニコ）,大阪府大阪市北区曽根崎新地１-5-17サウザンドビル4F,34.6990236,135.5081067,050-5259-3901,https://www.hotpepper.jp/strJ001248916/,Beer小瓶(アサヒスーパードライ),880
muse umekita winebar&grill　グランフロント大阪,大阪府大阪市北区大深町３-１ グランフロント大阪北館６F,34.7053446,135.4945926,06-6485-7175,https://www.hotpepper.jp/strJ001127713/,Budweiser (USA) バドワイザー(アメリカ),750
和牛　焼肉　Moo(モー),大阪府大阪市北区堂山町17-23,34.7039926,135.5024631,050-5356-4454,https://www.hotpepper.jp/strJ001215990/,DRY THE COOL(アサヒ瓶),528
muse umekita winebar&grill　グランフロント大阪,大阪府大阪市北区大深町３-１ グランフロント大阪北館６F,34.7053446,135.4945926,06-6485-7175,https://www.hotpepper.jp/strJ001127713/,Guinness (Ireland) ギネス(アイルランド),750
ｍｉｍｉｚｕｋｕ　ｅａｓｙｂａｒ,大阪府大阪市北区曽根崎新地２-1-13 巽梅田ビル1F,34.6977315,135.4946846,050-5223-2672,https://www.hotpepper.jp/strJ000505826/,Guinness (ギネス),990
DRUNK　BEARS　Nu茶屋町店,大阪府大阪市北区茶屋町10-12　NU茶屋町Ｂ1Ｆ,34.7069626,135.4990769,06-6372-7275,https://www.hotpepper.jp/strJ000063146/,HOEGAARDEN WHITE ヒューガルデン・ホワイト Small,850
muse umekita winebar&grill　グランフロント大阪,大阪府大阪市北区大深町３-１ グランフロント大阪北館６F,34.7053446,135.4945926,06-6485-7175,https://www.hotpepper.jp/strJ001127713/,Heineken Extra Cold draft ハイネケン エクストラ コールド ドラフト,600
muse umekita winebar&grill　グランフロント大阪,大阪府大阪市北区大深町３-１ グランフロント大阪北館６F,34.7053446,135.4945926,06-6485-7175,https://www.hotpepper.jp/strJ001127713/,Hoegaarden (Belgium) ヒューガルデン(ベルギー),750
肉寿司　大衆肉酒場　肉汁　梅田お初天神店,大阪府大阪市北区曽根崎２-１４-１３ 曽根崎河合ビル,34.7009106,135.500539,050-5286-0334,https://www.hotpepper.jp/strJ001168896/,PSB パーフェクトサントリービール,418
BBQ33（ビービーキューサンジュウサン）,大阪府大阪市北区大深町3-1 グランフロント大阪北館6F,34.7053446,135.4945926,050-3154-8299,https://www.hotpepper.jp/strJ001051422/,SAPPORO黒ラベル 生,2860
お肉の駒,大阪府大阪市北区曽根崎新地１-11-4 山大ビル2F,34.6988348,135.4844905,050-5283-8313,https://www.hotpepper.jp/strJ003366400/,STザ・プレミアムモルツ,700
牛肉専門　ぶんご牛肉店　梅田北新地店,大阪府大阪市北区堂島１-5-7 堂島グランドビル1F,34.6960735,135.4961021,06-6486-9091,https://www.hotpepper.jp/strJ001230981/,Suntory香るエール プレミアムモルツ,550
世界の山ちゃん 梅田東通り店,大阪府大阪市北区堂山町1-14　こだまレジャービル1F,34.7028402,135.5040926,06-6365-8878,https://www.hotpepper.jp/strJ001034341/,[大瓶]アサヒ,715
一六茶寮,大阪府大阪市北区梅田１-13-13  阪神梅田本店9Ｆ,34.7012797,135.4983196,050-5828-7630,https://www.hotpepper.jp/strJ001280249/,[樽生]サッポロ黒ラベル,720
一六茶寮,大阪府大阪市北区梅田１-13-13  阪神梅田本店9Ｆ,34.7012797,135.4983196,050-5828-7630,https://www.hotpepper.jp/strJ001280249/,[樽生]サッポロ黒ラベル,500
おぼん食堂16,大阪府大阪市北区大深町4-20 グランフロント大阪南館7階,34.7053491,135.4945979,050-5499-0968,https://www.hotpepper.jp/strJ003366505/,[樽生]サッポロ黒ラベル 中(380ml),660
おぼん食堂16,大阪府大阪市北区大深町4-20 グランフロント大阪南館7階,34.7053491,135.4945979,050-5499-0968,https://www.hotpepper.jp/strJ003366505/,[樽生]サッポロ黒ラベル 小(240ml),429
アフロスタンド,大阪府大阪市北区神山町14-3メゾン崎山1FA号室,34.7041394,135.5058602,050-5841-6333,https://www.hotpepper.jp/strJ001287293/,[瓶]アサヒ,638
アフロスタンド,大阪府大阪市北区神山町14-3メゾン崎山1FA号室,34.7041394,135.5058602,050-5841-6333,https://www.hotpepper.jp/strJ001287293/,[瓶]赤星サッポロ,638
海鮮酒場　うおぷく　梅田店,大阪府大阪市北区堂山町4-12 白馬車ビル３F,34.702542,135.5021224,050-5861-6095,https://www.hotpepper.jp/strJ001292956/,[青森県] 陸奥八仙 純米吟醸 黒ラベル (グラス),605
高級寿司66種以上食べ放題×厳選日本酒50種以上飲み放題　うおぷく　梅田店,大阪府大阪市北区堂山町4-12 白馬車ビル３F,34.702542,135.5021224,050-5861-7108,https://www.hotpepper.jp/strJ003298352/,[青森県] 陸奥八仙 純米吟醸 黒ラベル (グラス),605
花殿 ka-den 梅田茶屋町　近江牛一頭買い牧場直送店,大阪府大阪市北区芝田１丁目7-2阪急かっぱ横丁2F,34.7071744,135.4980634,050-5350-3156,https://www.hotpepper.jp/strJ001117383/,~ザ・プレミアム・モルツ~ マスターズドリーム,748
スカイダイニング＆バーラウンジ トップサーティ,大阪府大阪市北区梅田1-9-20大阪マルビル30F,34.6998287,135.4970207,06-6346-0310,https://www.hotpepper.jp/strJ000030416/,■サントリー ザ・プレミアム・モルツ生ビール,880
炭火焼肉　神戸あぶり牧場　阪急東通り店　神戸牛精肉店直営,大阪府大阪市北区堂山町2-11 MKビートルビル 2階,34.7028249,135.5035494,06-6130-7611,https://www.hotpepper.jp/strJ001051430/,◇アサヒスーパードライ,550
和牛焼肉食べ放題ヤキニクギャング梅田店,大阪府大阪市北区曽根崎２丁目10-21第3河合ビル1Ｆ,34.7007326,135.5009073,050-5815-5549,https://www.hotpepper.jp/strJ001270245/,☆サッポロ 生,550
HUB　梅田茶屋町　アプローズ店,大阪府大阪市北区茶屋町19-19　アプローズタワーB1F,34.7083901,135.4984691,06-6377-8682,https://www.hotpepper.jp/strJ001119315/,《WORLD BEER》ハイネケン,730
HUB LINKS UMEDA店,大阪府大阪市北区大深町1-1　LINKS UMEDA　B1F,34.7046023,135.4962013,06-6485-0715,https://www.hotpepper.jp/strJ001250818/,《WORLD BEER》ハイネケン,730
ＨＵＢ 梅田茶屋町店,大阪府大阪市北区茶屋町3-4　チロル茶屋町ビル2F,34.7062264,135.4989557,06-6376-8682,https://www.hotpepper.jp/strJ000727051/,《WORLD BEER》ハイネケン,730
HUB　梅田東通り店,大阪府大阪市北区堂山町4-12　　白馬車ビルPart１　2F,34.702542,135.5021224,06-6130-8982,https://www.hotpepper.jp/strJ001250820/,《WORLD BEER》ハイネケン,730
ＨＵＢ　東梅田店,大阪府大阪市北区小松原町1-7 ミスターりんビルB1F,34.7021835,135.500852,06-6130-9182,https://www.hotpepper.jp/strJ001178334/,《WORLD BEER》ハイネケン,730
ＨＵＢ　東梅田店,大阪府大阪市北区小松原町1-7 ミスターりんビルB1F,34.7021835,135.500852,06-6130-9182,https://www.hotpepper.jp/strJ001178334/,《WORLD BEER》パンクIPA/コロナ,780
ＨＵＢ 梅田茶屋町店,大阪府大阪市北区茶屋町3-4　チロル茶屋町ビル2F,34.7062264,135.4989557,06-6376-8682,https://www.hotpepper.jp/strJ000727051/,《WORLD BEER》パンクIPA/コロナ,780
HUB　梅田茶屋町　アプローズ店,大阪府大阪市北区茶屋町19-19　アプローズタワーB1F,34.7083901,135.4984691,06-6377-8682,https://www.hotpepper.jp/strJ001119315/,《WORLD BEER》パンクIPA/コロナ,780
HUB LINKS UMEDA店,大阪府大阪市北区大深町1-1　LINKS UMEDA　B1F,34.7046023,135.4962013,06-6485-0715,https://www.hotpepper.jp/strJ001250818/,《WORLD BEER》パンクIPA/コロナ,780
HUB　梅田東通り店,大阪府大阪市北区堂山町4-12　　白馬車ビルPart１　2F,34.702542,135.5021224,06-6130-8982,https://www.hotpepper.jp/strJ001250820/,《WORLD BEER》パンクIPA/コロナ,780
HUB　梅田東通り店,大阪府大阪市北区堂山町4-12　　白馬車ビルPart１　2F,34.702542,135.5021224,06-6130-8982,https://www.hotpepper.jp/strJ001250820/,《WORLD BEER》ヒューガルデン,700
ＨＵＢ　東梅田店,大阪府大阪市北区小松原町1-7 ミスターりんビルB1F,34.7021835,135.500852,06-6130-9182,https://www.hotpepper.jp/strJ001178334/,《WORLD BEER》ヒューガルデン,700
ＨＵＢ 梅田茶屋町店,大阪府大阪市北区茶屋町3-4　チロル茶屋町ビル2F,34.7062264,135.4989557,06-6376-8682,https://www.hotpepper.jp/strJ000727051/,《WORLD BEER》ヒューガルデン,700
HUB LINKS UMEDA店,大阪府大阪市北区大深町1-1　LINKS UMEDA　B1F,34.7046023,135.4962013,06-6485-0715,https://www.hotpepper.jp/strJ001250818/,《WORLD BEER》ヒューガルデン,700
HUB　梅田茶屋町　アプローズ店,大阪府大阪市北区茶屋町19-19　アプローズタワーB1F,34.7083901,135.4984691,06-6377-8682,https://www.hotpepper.jp/strJ001119315/,《WORLD BEER》ヒューガルデン,700
国産牛焼肉食べ放題　ふうふう亭JAPAN　梅田茶屋町店,大阪府大阪市北区茶屋町３‐２　チロル茶屋町ビル８Ｆ,34.7062264,135.4989557,050-5831-2034,https://www.hotpepper.jp/strJ000017048/,【BEER】キリン一番搾り (中),462
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【アイルランド】ドラフトギネス,780
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【アイルランド】ドラフトギネス,780
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【アメリカ】バドワイザー,700
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【アメリカ】バドワイザー,700
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【オーストラリア】カールトンクラウンラガー,820
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【オーストラリア】カールトンクラウンラガー,820
梅田個室居酒屋　いろどり　大阪駅前店,大阪府大阪市北区梅田２-１-１８　富士ビルB1,34.6993296,135.4954026,050-5352-9240,https://www.hotpepper.jp/strJ001211098/,【ザ・プレミアムモルツ 】生ビール,550
梅田個室居酒屋　いろどり　大阪駅前店,大阪府大阪市北区梅田２-１-１８　富士ビルB1,34.6993296,135.4954026,050-5352-9240,https://www.hotpepper.jp/strJ001211098/,【ザ・プレミアムモルツ】瓶ビール(中瓶),638
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【ベルギー】ヒューガルデンホワイト,820
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【ベルギー】ヒューガルデン・ホワイト 樽生400ml,820
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【ベルギー】ヒューガルデン・ホワイト 樽生800ml,1540
ナポリの食堂　ALBERTA　ALBERTA（アルバータ　アルバータ）　大阪マルビル店,大阪府大阪市北区梅田１-9-20-B2-202　大阪マルビルB2F,34.6998287,135.4970207,050-5816-6364,https://www.hotpepper.jp/strJ000029379/,【ボトルビール】ギネス,720
焼肉食べ放題酒家　牛角-ハナレ-梅田阪急東通り店,大阪府大阪市北区小松原町1-26レジャービル寿楽1階・2階,34.7023328,135.5014425,050-5287-4439,https://www.hotpepper.jp/strJ001176937/,【中ジョッキ】アサヒ スーパードライ,550
焼肉酒家　牛角　梅田阪急東通り店,大阪府大阪市北区小松原町1-16 梅田モコビル 1F,34.7025203,135.5010177,050-5841-3338,https://www.hotpepper.jp/strJ000988970/,【中ジョッキ】アサヒ スーパードライ,550
餃子と手羽先　まじめや　大阪駅前第二ビル店,大阪府大阪市北区梅田１－２－２　大阪駅前第２ビル　B1,34.6989342,135.4979539,050-5452-6053,https://www.hotpepper.jp/strJ001258862/,【中瓶】アサヒスーパードライ,495
炭火焼dining おかげ家 梅田店,大阪府大阪市北区鶴野町2-5,34.7069887,135.5009717,050-5572-3869,https://www.hotpepper.jp/strJ001099805/,【中瓶】アサヒスーパードライ,580
囲炉端　堂山,大阪府大阪市北区堂山町６-７　ステージゴールドビル1F,34.7028893,135.5028207,050-5258-6143,https://www.hotpepper.jp/strJ001245852/,【中瓶】キリンラガービール,715
餃子と手羽先　まじめや　大阪駅前第二ビル店,大阪府大阪市北区梅田１－２－２　大阪駅前第２ビル　B1,34.6989342,135.4979539,050-5452-6053,https://www.hotpepper.jp/strJ001258862/,【中瓶】ザ・プレミアムモルツ,495
囲炉端　堂山,大阪府大阪市北区堂山町６-７　ステージゴールドビル1F,34.7028893,135.5028207,050-5258-6143,https://www.hotpepper.jp/strJ001245852/,【中瓶】ザ・プレミアム・モルツ,748
囲炉端　堂山,大阪府大阪市北区堂山町６-７　ステージゴールドビル1F,34.7028893,135.5028207,050-5258-6143,https://www.hotpepper.jp/strJ001245852/,【中瓶】スーパードライ,693
炭火焼肉×食べ放題 段サ上レバモツ喰ライ 梅田東通り店,大阪府大阪市北区小松原町4-5,34.7026707,135.5010691,050-5449-0346,https://www.hotpepper.jp/strJ001227207/,【低糖質】PSB(パーフェクトサントリービール),495
牛刺し　牛ホルモン串　なにわ酒房　大阪梅田　茶屋町本店,大阪府大阪市北区芝田１－７－２,34.7072867,135.4979365,050-5452-1691,https://www.hotpepper.jp/strJ001250759/,【大瓶ビール】 アサヒスーパードライ,748
牛刺し　牛ホルモン串　なにわ酒房　大阪梅田　茶屋町本店,大阪府大阪市北区芝田１－７－２,34.7072867,135.4979365,050-5452-1691,https://www.hotpepper.jp/strJ001250759/,【大瓶ビール】 キリンクラシックラガー,748
牛刺し　牛ホルモン串　なにわ酒房　大阪梅田　茶屋町本店,大阪府大阪市北区芝田１－７－２,34.7072867,135.4979365,050-5452-1691,https://www.hotpepper.jp/strJ001250759/,【大瓶ビール】 サッポロ 赤星ラガー,748
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【日本】アサヒプレミアム熟撰 樽生300ml,520
セブンシーズ,大阪府大阪市北区角田町９‐２０　新梅田食道街内,34.7035797,135.4980814,06-6312-4594,https://www.hotpepper.jp/strJ000013614/,【日本】アサヒプレミアム熟撰 樽生400ml,620
大衆すし酒場　ジャポニカセカンド　梅田東通り店,大阪府大阪市北区小松原町1-1 小松原ビル1階,34.7022238,135.5014872,050-5280-7553,https://www.hotpepper.jp/strJ001266048/,【瓶】アサヒスーパードライ,499
牛タンと和牛焼き　青葉苑　阪急うめだ本店,大阪府大阪市北区角田町8-7阪急うめだ本店12F,34.7028186,135.4985323,050-5452-6068,https://www.hotpepper.jp/strJ001258496/,【瓶】アサヒスーパードライ/キリン一番搾り,660
大衆すし酒場　ジャポニカセカンド　梅田東通り店,大阪府大阪市北区小松原町1-1 小松原ビル1階,34.7022238,135.5014872,050-5280-7553,https://www.hotpepper.jp/strJ001266048/,【瓶】サッポロビール黒,499
大衆すし酒場　ジャポニカセカンド　梅田東通り店,大阪府大阪市北区小松原町1-1 小松原ビル1階,34.7022238,135.5014872,050-5280-7553,https://www.hotpepper.jp/strJ001266048/,【瓶】サントリーモルツ,499
肉汁餃子製作所　食べ放題　居酒屋　餃子のかっちゃん　梅田茶屋町店,大阪府大阪市北区芝田１-5-14 シマサダビル,34.7062981,135.4975835,050-5831-6885,https://www.hotpepper.jp/strJ001282711/,【瓶ビール】 スーパードライ (中瓶),638
ニュー松坂 梅田32番街店,大阪府大阪市北区角田町8-47 阪急グランドビル31F,34.7029862,135.4990478,06-6484-9801,https://www.hotpepper.jp/strJ001178967/,【瓶ビール】アサヒ or キリン,825
新世界　串カツ　いっとく　阪急梅田堂山店,大阪府大阪市北区堂山町5-9　扇会館,34.7030114,135.5020856,06-6362-9499,https://www.hotpepper.jp/strJ001171158/,【瓶ビール】アサヒスーパードライ 中瓶,638
居酒屋うろ,大阪府大阪市北区中津１-17-12  メロディーハイム中津5番館1F,34.7122316,135.4970226,050-5834-6619,https://www.hotpepper.jp/strJ000772495/,【瓶ビール】アサヒスーパードライ(中),600
新世界　串カツ　いっとく　阪急梅田堂山店,大阪府大阪市北区堂山町5-9　扇会館,34.7030114,135.5020856,06-6362-9499,https://www.hotpepper.jp/strJ001171158/,【瓶ビール】キリン一番搾り 中瓶,638
ワインとオマール海老の店 UOMO（ウォモ）　大阪駅前第3ビル,大阪府大阪市北区梅田１-１-３　大阪駅前第3ビルB1　14号,34.6987788,135.499416,050-5355-7664,https://www.hotpepper.jp/strJ001217975/,【瓶ビール】サッポロ ラガービール,550
割烹・ろばた　和心,大阪府大阪市北区曽根崎新地１-8-14,34.6982594,135.4988228,050-5349-7287,https://www.hotpepper.jp/strJ001128852/,【瓶ビール】ザ・モルツ,700
新世界　串カツ　いっとく　阪急梅田堂山店,大阪府大阪市北区堂山町5-9　扇会館,34.7030114,135.5020856,06-6362-9499,https://www.hotpepper.jp/strJ001171158/,【瓶ビール】ザ・モルツ 中瓶,638
Bar SPORTS運慶,大阪府大阪市北区曽根崎新地１-1-39延藤ビル1階,34.6967625,135.5002813,06-6344-1559,https://www.hotpepper.jp/strJ000758725/,【瓶ビール】ヒューガルデンホワイト,880
Bar SPORTS運慶,大阪府大阪市北区曽根崎新地１-1-39延藤ビル1階,34.6967625,135.5002813,06-6344-1559,https://www.hotpepper.jp/strJ000758725/,【瓶ビール】一番搾り黒生/オリオンビール/コロナ エキストラ,770
牛刺し　牛ホルモン串　なにわ酒房　大阪梅田　茶屋町本店,大阪府大阪市北区芝田１－７－２,34.7072867,135.4979365,050-5452-1691,https://www.hotpepper.jp/strJ001250759/,【生ビール】 キリン一番搾り,616
肉汁餃子製作所　食べ放題　居酒屋　餃子のかっちゃん　梅田茶屋町店,大阪府大阪市北区芝田１-5-14 シマサダビル,34.7062981,135.4975835,050-5831-6885,https://www.hotpepper.jp/strJ001282711/,【生ビール】 神泡のザ・プレミアム・モルツ,328
ニュー松坂 梅田32番街店,大阪府大阪市北区角田町8-47 阪急グランドビル31F,34.7029862,135.4990478,06-6484-9801,https://www.hotpepper.jp/strJ001178967/,【生ビール】アサヒ スーパー・ドライ (中),825
割烹・ろばた　和心,大阪府大阪市北区曽根崎新地１-8-14,34.6982594,135.4988228,050-5349-7287,https://www.hotpepper.jp/strJ001128852/,【生ビール】ザ・プレミアム・モルツ マスターズドリーム,980
ワインとオマール海老の店 UOMO（ウォモ）　大阪駅前第3ビル,大阪府大阪市北区梅田１-１-３　大阪駅前第3ビルB1　14号,34.6987788,135.499416,050-5355-7664,https://www.hotpepper.jp/strJ001217975/,【生ビール】ザ・プレミアム・モルツ 香るエール,550
新世界　串カツ　いっとく　阪急梅田堂山店,大阪府大阪市北区堂山町5-9　扇会館,34.7030114,135.5020856,06-6362-9499,https://www.hotpepper.jp/strJ001171158/,【生ビール】ザ・プレミアム・モルツ<香る>エール,439
Ｇｕｍｂｏ＆ＯｙｓｔｅｒＢａｒ（ガンボ＆オイスターバー）　ＮＵ茶屋町店,大阪府大阪市北区茶屋町１０－１２　NU茶屋町８F,34.7069626,135.4990769,050-5265-6862,https://www.hotpepper.jp/strJ000041371/,【赤】メッツァコロナ アンテッラ ピノ・ノワール,3179
Umeda Station ＯｙｓｔｅｒＢａｒ　阪急グランドビル,大阪府大阪市北区角田町8-47　阪急グランドビル32番街31F,34.7029862,135.4990478,050-5265-6859,https://www.hotpepper.jp/strJ001001399/,【赤】メッツァコロナ アンテッラ ピノ・ノワール,3179
炭火焼肉×食べ放題 段サ上レバモツ喰ライ 梅田東通り店,大阪府大阪市北区小松原町4-5,34.7026707,135.5010691,050-5449-0346,https://www.hotpepper.jp/strJ001227207/,お得ジョッキ生(アサヒスーパードライ),528
大衆食堂きりんホール,大阪府大阪市北区堂山町2-14ケイワイ堂山ビル102号,34.7029,135.5038402,050-5280-9919,https://www.hotpepper.jp/strJ001267399/,きりんクラシックラガー大瓶,650
わっぜ,大阪府大阪市北区曽根崎新地１-11-4 一らくビル1F,34.7661566,135.4604355,06-6225-7114,https://www.hotpepper.jp/strJ001217609/,びんビール(アサヒスーパードライ),600
割烹 ふじ久,大阪府大阪市北区曽根崎新地１‐２‐１３,34.7011661,135.5002261,050-5265-9201,https://www.hotpepper.jp/strJ000448570/,アサヒ,770
whitebird  coffee  stand,大阪府大阪市北区曽根崎２-1-12　国道ビル　1F,34.6984571,135.5016622,06-6809-3769,https://www.hotpepper.jp/strJ001142803/,アサヒ,500
焼賣太樓 桜橋店,大阪府大阪市北区梅田２-1-16,34.6994133,135.4953013,06-6341-7061,https://www.hotpepper.jp/strJ001119557/,アサヒ,500
阪急うめだ本店　美味旬菜,大阪府大阪市北区角田町8-7　阪急うめだ本店12F,34.7028186,135.4985323,050-5877-1665,https://www.hotpepper.jp/strJ001041245/,アサヒ エクストラコールド,710
雲仙　北新地本店,大阪府大阪市北区曽根崎新地１-9-15 雲仙ビル1～3F,34.6982594,135.4988228,06-6345-0902,https://www.hotpepper.jp/strJ000448663/,アサヒ スーパドライ (中瓶),600
DRUNK　BEARS　Nu茶屋町店,大阪府大阪市北区茶屋町10-12　NU茶屋町Ｂ1Ｆ,34.7069626,135.4990769,06-6372-7275,https://www.hotpepper.jp/strJ000063146/,アサヒ スーパー ドライ Regular,500
北新地　うえはら,大阪府大阪市北区堂島１-3-20　天風ビル1F,34.6969782,135.4972803,050-5280-7917,https://www.hotpepper.jp/strJ000659627/,アサヒ スーパードライ,650
カラオケ　ビッグエコー　梅田中央店,大阪府大阪市北区小松原町１－１０,34.7021853,135.5007048,06-6313-1050,https://www.hotpepper.jp/strJ000016968/,アサヒ スーパードライ,570
ステーキハウス　デボン,大阪府大阪市北区曽根崎新地１-5-10 北新地地田ビル5F,34.6978962,135.4969306,050-5265-9120,https://www.hotpepper.jp/strJ000448632/,アサヒ スーパードライ,880
Lipari Osaka （リパリオーサカ）,大阪府大阪市北区堂山町7-22 ステージ中通りビル5階,34.7035252,135.5024523,050-5861-7357,https://www.hotpepper.jp/strJ003298107/,アサヒ スーパードライ,638
浪花ひとくち餃子 チャオチャオ 大阪駅前第3ビル店,大阪府大阪市北区梅田１-1-3 大阪駅前第3ビル B2F,34.6988257,135.4992804,050-5499-3347,https://www.hotpepper.jp/strJ003388273/,アサヒ スーパードライ,550
炭と地酒とたしなみワイン　Ｋａｉ本店　醸す,大阪府大阪市北区堂島浜１‐１‐１５ 堂浜第２ビルＢ１,34.6957247,135.4999131,050-5258-5769,https://www.hotpepper.jp/strJ000012789/,アサヒ スーパードライ,750
epais　北新地店,大阪府大阪市北区曽根崎新地１-9-3ニュー華ビル3Ｆ,34.6982594,135.4988228,06-6347-6599,https://www.hotpepper.jp/strJ001125145/,アサヒ スーパードライ,730
カラオケ　ビッグエコー　阪急東通り店,大阪府大阪市北区堂山町5-6 起世ビル,34.7028248,135.5020764,06-6366-8848,https://www.hotpepper.jp/strJ000016951/,アサヒ スーパードライ,570
カラオケ　ビッグエコー　梅田東通り店,大阪府大阪市北区小松原町4-5　純情モンテカルロビル,34.7031442,135.5012911,06-6131-3811,https://www.hotpepper.jp/strJ001109253/,アサヒ スーパードライ,570
