drink_name,drink_price,restaurant_genre,restaurant_name,restaurant_address,restaurant_tel,restaurant_latitude,restaurant_longitude,restaurant_url
クレアシオン,380,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
トゥルッリ,450,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ボーサック,470,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
デリオス,530,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ドン・ダビ・レゼルバ,580,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
コイレ グラン レゼルバ,580,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ラ・シュヴァリエール,620,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
インディゴアイズ,630,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
カリーリオ,650,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
サブスタンス,670,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ヘリテージエステート,380,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
レロ ドウロ ホワイト,430,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
クネ ルエダ,470,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ナターレヴェルガ,530,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ソルネグル,560,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ベネヴェンターノ,570,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
コトー デュ ジェノワブラン,580,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
シーグラス,620,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ボーグルシュナンブラン,630,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
マルタンシャッツェル,650,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ブリュットヴィーノスプマンテ,480,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
イエローグレンホワイト,530,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ブリーズデールシラーズ,580,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ルイ・ドールブリュット,550,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ベルナールレミーグランクリュブリュット,730,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
アッシュブランミレジメ 2008ブリュット,780,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
生ビール<ハイネケン>,370,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ノンアルコール 白ワイン,350,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
赤 葡萄ジュース,350,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
黒ウーロン茶,180,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ミネラルウォーター,320,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ダーレンベルグ リースリング,380,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
カルヴァドスポム・ド・イブ,450,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ベルタブリック・デル・ガイアン,520,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ソーヴィニヨン・ブラン各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
リースリング各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
シュナンブラン各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
シャルドネ各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
シャルドネ各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ヴィオニエ各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ゲヴェルツトラミネール各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
その他の単一品種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
その他の単一品種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ピノ・ノワール各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
カベルネ・ソーヴィニヨン各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
メルロ各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
シラー各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
プティ・シラー各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ピノ・タージュ,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
その他の単一品種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
その他の単一品種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ボトルワイン各種,,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ディレッタ フリッツァンテ （弱発泡）,2500,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ブリュット ヴィーノ スプマンテ,2700,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ヴァルディビエソ キュヴェ リザーヴ,2900,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
イエローグレン ホワイト,3100,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ダミア カヴァ＜ロゼ＞,3300,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
モスカート スプリットピック＜ロゼ＞,3500,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ファンティーニ グランキュヴェ＜ロゼ＞,3600,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
コルサリス セルヴォスオ プロセッコ,3800,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ブリーズデールシラーズ＜赤＞,4100,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
ラックアンドリドル ブリュット,4300,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
キュヴェ レテルニテ,4800,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
アッシュブラン ドゥミセック,5100,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
「ブラン ド ノワール」フランソワ ムタール,5200,鉄板焼き、ビストロ、お好み焼き,赤白 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街北館 1F,,34.7057083,135.498075,https://tabelog.com/osaka/A2701/A270101/27093070/dtlmenu/drink/
赤,,串揚げ・串かつ、居酒屋、和食（その他）,知留久 曽根崎本店,大阪府 大阪市北区 曽根崎 2-9-9,050-5596-7634,34.7002522,135.5009268,https://tabelog.com/osaka/A2701/A270101/27000479/dtlmenu/drink/
白,,串揚げ・串かつ、居酒屋、和食（その他）,知留久 曽根崎本店,大阪府 大阪市北区 曽根崎 2-9-9,050-5596-7634,34.7002522,135.5009268,https://tabelog.com/osaka/A2701/A270101/27000479/dtlmenu/drink/
備考,,串揚げ・串かつ、居酒屋、和食（その他）,知留久 曽根崎本店,大阪府 大阪市北区 曽根崎 2-9-9,050-5596-7634,34.7002522,135.5009268,https://tabelog.com/osaka/A2701/A270101/27000479/dtlmenu/drink/
グラスワイン,,ビストロ、ワインバー、カフェ・喫茶（その他）,ローデヴィーニュ,大阪府 大阪市北区 中崎 3-2-25,050-5594-7636,34.7086987,135.5054827,https://tabelog.com/osaka/A2701/A270103/27095239/dtlmenu/drink/
ボトルワイン,,ビストロ、ワインバー、カフェ・喫茶（その他）,ローデヴィーニュ,大阪府 大阪市北区 中崎 3-2-25,050-5594-7636,34.7086987,135.5054827,https://tabelog.com/osaka/A2701/A270103/27095239/dtlmenu/drink/
スパークリングワイン,,鉄板焼き、お好み焼き、ワインバー,タンポポ,大阪府 大阪市北区 曽根崎新地 1-10-16 永楽ビル6F,050-5595-6631,34.6980434,135.4977038,https://tabelog.com/osaka/A2701/A270101/27101683/dtlmenu/drink/
グラスワイン（白・赤 各3種類ほど）,,鉄板焼き、お好み焼き、ワインバー,タンポポ,大阪府 大阪市北区 曽根崎新地 1-10-16 永楽ビル6F,050-5595-6631,34.6980434,135.4977038,https://tabelog.com/osaka/A2701/A270101/27101683/dtlmenu/drink/
ボトル,,鉄板焼き、お好み焼き、ワインバー,タンポポ,大阪府 大阪市北区 曽根崎新地 1-10-16 永楽ビル6F,050-5595-6631,34.6980434,135.4977038,https://tabelog.com/osaka/A2701/A270101/27101683/dtlmenu/drink/
デザートワイン,,鉄板焼き、お好み焼き、ワインバー,タンポポ,大阪府 大阪市北区 曽根崎新地 1-10-16 永楽ビル6F,050-5595-6631,34.6980434,135.4977038,https://tabelog.com/osaka/A2701/A270101/27101683/dtlmenu/drink/
グラッパ,,鉄板焼き、お好み焼き、ワインバー,タンポポ,大阪府 大阪市北区 曽根崎新地 1-10-16 永楽ビル6F,050-5595-6631,34.6980434,135.4977038,https://tabelog.com/osaka/A2701/A270101/27101683/dtlmenu/drink/
シェリー フェア,,バー、バー・お酒（その他）,リーチバー,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  1F,06-6441-0983,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27002773/dtlmenu/drink/
■各大会受賞 オリジナルカクテル,,バー、バー・お酒（その他）,リーチバー,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  1F,06-6441-0983,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27002773/dtlmenu/drink/
注）,,バー、バー・お酒（その他）,リーチバー,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  1F,06-6441-0983,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27002773/dtlmenu/drink/
ビール,,バー、バー・お酒（その他）,セラーバー,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  B2F,06-6448-0327,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27002774/dtlmenu/drink/
カクテル,,バー、バー・お酒（その他）,セラーバー,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  B2F,06-6448-0327,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27002774/dtlmenu/drink/
グラスワイン,,バー、バー・お酒（その他）,セラーバー,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  B2F,06-6448-0327,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27002774/dtlmenu/drink/
スコッチウイスキー,,バー、バー・お酒（その他）,セラーバー,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  B2F,06-6448-0327,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27002774/dtlmenu/drink/
注）,,バー、バー・お酒（その他）,セラーバー,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  B2F,06-6448-0327,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27002774/dtlmenu/drink/
スタッフにお尋ねください,,焼肉、懐石・会席料理、韓国料理,北新地焼肉 きらく,大阪府 大阪市北区 堂島 1-2-7 パーマリィイン堂島 2F,050-5589-4759,34.6962883,135.4991444,https://tabelog.com/osaka/A2701/A270101/27130269/dtlmenu/drink/
サロン・ブランド・ブラン,,焼肉、懐石・会席料理、韓国料理,北新地焼肉 きらく,大阪府 大阪市北区 堂島 1-2-7 パーマリィイン堂島 2F,050-5589-4759,34.6962883,135.4991444,https://tabelog.com/osaka/A2701/A270101/27130269/dtlmenu/drink/
紫鈴 rindo（赤）,,とんかつ,グローバルとんかつわたなべ,大阪府 大阪市北区 曽根崎新地 1-1-39 延藤ビル 2F,050-5597-2033,34.6967625,135.5002813,https://tabelog.com/osaka/A2701/A270102/27110378/dtlmenu/drink/
藍 ai（赤）,,とんかつ,グローバルとんかつわたなべ,大阪府 大阪市北区 曽根崎新地 1-1-39 延藤ビル 2F,050-5597-2033,34.6967625,135.5002813,https://tabelog.com/osaka/A2701/A270102/27110378/dtlmenu/drink/
あさつゆ asatsuyu （白）,,とんかつ,グローバルとんかつわたなべ,大阪府 大阪市北区 曽根崎新地 1-1-39 延藤ビル 2F,050-5597-2033,34.6967625,135.5002813,https://tabelog.com/osaka/A2701/A270102/27110378/dtlmenu/drink/
白・赤・スパークリング・シャンパーニュ各種ございます。,,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
★グラスワイン 赤,350,洋食、ハンバーグ、オムライス,グリル ロン 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002481/dtlmenu/drink/
★ボトルワイン 赤,900,洋食、ハンバーグ、オムライス,グリル ロン 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002481/dtlmenu/drink/
★ビール 小瓶,450,洋食、ハンバーグ、オムライス,グリル ロン 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002481/dtlmenu/drink/
★コカコーラ,350,洋食、ハンバーグ、オムライス,グリル ロン 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002481/dtlmenu/drink/
★オレンジジュース,350,洋食、ハンバーグ、オムライス,グリル ロン 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002481/dtlmenu/drink/
★ぶどうジュース,350,洋食、ハンバーグ、オムライス,グリル ロン 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002481/dtlmenu/drink/
★アイスコーヒー,350,洋食、ハンバーグ、オムライス,グリル ロン 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002481/dtlmenu/drink/
ワイン ペアリング3種類,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
ワイン ペアリング4種類,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
スパークリングワイン,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
シャンパン,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
白ワイン,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
赤ワイン,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
キリン ラガー,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
キリン ハートランド,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
キールロワイヤル,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
ミモザ,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
キール,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
カシスオレンジ,,フレンチ、洋食、創作料理,ろあらぶっしゅ オデュラ,大阪府 大阪市北区 西天満 2-10-2 幸田ビル B1F,06-6809-1662,34.69651,135.5018094,https://tabelog.com/osaka/A2701/A270101/27116289/dtlmenu/drink/
